time,power_garage,power_sous_sol_1,power_sous_sol_2,power_cuisine,power_salle_manger,power_salle_eau,power_salle_bain,power_chambre_1,power_chambre_2,power_chambre_3,power_salon,power_heat_pump,demand_garage,demand_sous_sol_1,demand_sous_sol_2,demand_cuisine,demand_salle_manger,demand_salle_eau,demand_salle_bain,demand_chambre_1,demand_chambre_2,demand_chambre_3,demand_salon,demand_heat_pump,setpoint_garage,setpoint_sous_sol_1,setpoint_sous_sol_2,setpoint_cuisine,setpoint_salle_manger,setpoint_salle_eau,setpoint_salle_bain,setpoint_chambre_1,setpoint_chambre_2,setpoint_chambre_3,setpoint_salon,setpoint_heat_pump,temperature_garage,temperature_sous_sol_1,temperature_sous_sol_2,temperature_cuisine,temperature_salle_manger,temperature_salle_eau,temperature_salle_bain,temperature_chambre_1,temperature_chambre_2,temperature_chambre_3,temperature_salon,temperature_heat_pump,Ext_Temp,GHI
2026-01-06 21:00,1595.8738742625828,474.2846414030646,325.5805928681002,298.4708488311626,373.5026262078791,80.24691387273197,277.3453829205937,348.0540975514996,300.3103111534001,285.2880853577735,425.6307755284178,0,79.79369371312914,23.71423207015323,16.27902964340501,19.898056588744172,29.880210096630325,16.049382774546395,27.73453829205937,27.844327804119967,24.024824892272008,22.823046828621884,28.375385035227854,0,21,21,21,21,21,21,21,21,21,21,21,,21,21,21.000000000000004,21,21,21,21,21,21,21,21,,-7.2,0
2026-01-06 21:15,1601.1028849928043,476.25219799258775,326.5449736819137,299.52768065886266,375.94104612612864,80.40834729,278.06081201604866,349.39098137135807,301.0669904653405,286.11833708994163,428.1781488790439,0,80.05514424964022,23.812609899629386,16.327248684095686,19.96851204392418,30.07528369009029,16.08166945889534,27.806081201604865,27.951278509708644,24.08535923722724,22.889466967195332,28.545209925269592,0,21,21,21,21,21,21,21,21,21,21,21,,21,21,21,21,21,21,21,21,21,21,21,,-7.4,0
2026-01-06 21:30,1606.389073102895,478.1952031,327.5054753757504,300.5800661562862,378.3224328,80.60136325491476,278.76247914309715,350.7101116192134,301.81121811674166,286.9405527549316,430.6502076,0,80.31945365514476,23.909760156072302,16.37527376878752,20.038671077085745,30.265794623444958,16.12027265098295,27.876247914309715,28.056808929537073,24.144897449339332,22.95524422039453,28.710013839930134,0,21,21,21,21,21,21,21,21,21,21,21,,21,21,21,21,21,21,21,21,21,21,21,,-7.3,0
2026-01-06 21:45,1611.701347877115,480.1337964614359,328.4722717000368,301.68332544300574,380.7624327252997,80.80002388600406,279.4602234980648,352.0296623828508,302.5452814634991,287.7605180333521,433.1998020579049,0,80.58506739385574,24.006689823071795,16.42361358500184,20.112221696200383,30.46099461802397,16.16000477720081,27.94602234980648,28.162372990628064,24.20362251707993,23.02084144266817,28.879986803860326,0,21,21,21,21,21,21,21,21,21,21,21,,21,21,21,21,21,21.000000000000004,21,21,21,21,21,,-7.2,0
2026-01-06 22:00,1611.8064718802634,481.16758437409226,328.90565994918506,302.3693211279024,382.4421489,80.96553555289574,279.78695499609057,352.8488796756173,302.8842466693386,288.2088291452528,434.8710490382109,0,80.59032359401317,24.058379218704612,16.445282997459252,20.157954741860163,30.59537191332056,16.19310711057915,27.978695499609056,28.227910374049383,24.23073973354709,23.056706331620227,28.99140326921406,0,21,21,21,21,21,21,21,21,21,21,21,,21,21,21,21,21,21,21,21,21,21,21,,-6.9,0
2026-01-06 22:15,1611.7070470751933,482.0234068338177,329.1845611511453,302.8966931,383.84808801341205,81.06819433,280.0384928605217,353.5612263675612,303.14568440127186,288.5832703471642,436.2454248941831,0,80.58535235375966,24.101170341690885,16.459228057557265,20.19311287013067,30.707847041072963,16.21363886634208,28.003849286052173,28.284898109404892,24.25165475210175,23.086661627773136,29.08302832627887,0,21,21,21,21,21,21,21,21,21,21,21,,21,21,21,21,21,21,21,21,21,21,21,,-7.4,0
2026-01-06 22:30,1611.5108789162025,482.7771825753807,329.4232789850066,303.36185220305924,385.1572148818668,81.14157365972642,280.2670324825704,354.2363635,303.3799058527766,288.9333817862644,437.5108739056268,0,80.57554394581013,24.138859128769035,16.471163949250332,20.22412348020395,30.812577190549344,16.228314731945282,28.026703248257043,28.33890908,24.270392468222127,23.114670542901155,29.16739159370845,0,21,21,21,21,21,21,21,21,21,21,21,,21,21,21,21,21,21,21,21.000000000000004,21,21,21,,-7.8,0
2026-01-06 22:45,1611.269975361398,483.4458040486352,329.6290758017203,303.7737567,386.3591189736617,81.20590005606573,280.4773487166458,354.87673466787965,303.5959276038884,289.26510533822875,438.6536263831549,0,80.56349877,24.17229020243176,16.481453790086015,20.251583782034867,30.908729517892933,16.241180011213146,28.04773487166458,28.390138773430373,24.287674208311074,23.14120843,29.243575092210328,0,21,21,21,21,21,21,21,21,21,21,21,,21.000000000000004,21,21,21,21,21,21,21,21,21,21,,-8.2,0
2026-01-06 23:00,1516.4317119525904,306.79603131773547,145.0841324,0,28.78348875735901,0,125.9245822,53.38951709314642,81.95480444437999,41.28613321458579,97.88147266308442,0,75.82158559762951,15.339801565886773,7.254206618,0,2.302679100588721,0,12.59245822,4.271161367451713,6.556384355550399,3.3028906571668633,6.525431510872295,0,20.76,20.78,20.78,20.73,20.74,20.76,20.76,20.69,20.77,20.74,20.76,,21.000000000000004,21,21,21,21,21,21,21,21,21,21,,-8,0
2026-01-06 23:15,1614.4583718402046,590.8659591550058,479.88668980843977,549.9316148606558,629.5841128404008,251.6752363033393,412.2150763989921,561.5056286,508.4210442249059,494.2981246737818,682.9939079642572,0,80.72291859201023,29.54329795775029,23.994334490421988,36.66210765737706,50.36672902723207,50.33504726066786,41.22150763989921,44.92045029168032,40.673683537992474,39.543849973902546,45.53292719761715,0,21,21,21,21,21,21,21,21,21,21,21,,20.76,20.78,20.786212366626128,20.78649874642859,20.73992461132306,20.91174629218108,20.76,20.69,20.77,20.74,20.76,,-8.2,0
2026-01-06 23:30,1553.4762048767298,447.0391831857014,297.0395992642116,330.6977131595268,418.1543872562979,109.66064774455664,284.8142564768368,360.5457195,313.3252582011701,299.19150491636174,464.25278874903233,0,77.67381024383648,22.35195915928507,14.851979963210578,22.04651421063512,33.45235098050384,21.93212954891133,28.481425647683682,28.84365756,25.066020656093606,23.93532039330894,30.950185916602155,0,21,21,21,21,21,21,21,21,21,21,21,,21,21,21,21,21,21,21,21,21,21,21,,-8.5,0
2026-01-06 23:45,1613.1598110680225,495.1930396666648,342.50072928980444,341.1695709437772,424.41508839448215,103.83072601549064,295.7120119210995,380.6569394376347,325.8090532414899,312.11714431062137,478.2587638,0,80.65799055340112,24.75965198333324,17.125036464490222,22.74463806291848,33.95320707155857,20.766145203098127,29.571201192109946,30.452555155010778,26.064724259319192,24.96937154484971,31.883917586980534,0,21,21,21,21,21,21,21,21,21,21,21,,21,21,21.000000000000004,21,21,21,21,21,21,21,21,,-8.8,0
2026-01-07 0:00,1596.5731716841692,485.3988239,328.3774345548809,304.68406590023733,389.3187979406612,80.70572510003694,281.0869420130348,357.6379092024472,304.14591271349855,290.48292914515696,441.3803265443639,0,79.82865858420845,24.2699412,16.418871727744044,20.31227106001582,31.14550384,16.14114502000739,28.10869420130348,28.611032736195774,24.331673017079883,23.238634331612555,29.425355102957596,0,21,21,21,21,21,21,21,21,21,21,21,,21,21,21,21,21,21,21,21,21,21,21,,-8.4,0
2026-01-07 0:15,1570.3449984915403,485.0121109970023,330.74722915654274,307.8652990343835,392.94137271388536,83.12414546015498,282.0954772537425,379.9828271694933,265.48166900012075,292.3074558038861,444.7477413843699,0,78.51724992457702,24.250605549850114,16.53736145782714,20.52435327,31.435309817110827,16.624829092030996,28.20954772537425,30.398626173559467,21.23853352000966,23.38459646431089,29.64984942562466,0,20.96,21,21,21,21,21,21,21.02,20.96,21,21,,21,21,21,21,21,21.000000000000004,21,21,21,21,21,,-8.6,0
2026-01-07 0:30,164.1511055308198,484.7767191816966,329.81178305710563,300.84815069411565,386.30741578647513,78.23631133310265,196.46723886440344,1250,0,159.02015076660393,437.88003672469137,0,8.207555277,24.23883595908483,16.490589152855282,20.05654337960771,30.90459326291801,15.64726226662053,19.646723886440345,100,0,12.721612061328313,29.19200244831276,0,16.999999999999996,21.000000000000004,21.000000000000004,21.000000000000004,21.000000000000004,21.000000000000004,21.000000000000004,23.000000000000004,16.999999999999996,21.000000000000004,21.000000000000004,,20.96,21,21,21,21,21,21,21.02,20.96,21,21,,-8.9,0
2026-01-07 0:45,475.2211723339415,484.5961286300262,329.4235976148957,293.94198459676045,379.5425888737882,73.26453215,135.32128141001886,1250,0,63.87987648652052,430.8914500668852,0,23.761058616697074,24.22980643150131,16.471179880744785,19.596132306450695,30.363407109903054,14.65290643,13.532128141001886,100,0,5.110390118921642,28.72609667112568,0,17,21,21,21,21,21,21,23,17,21,21,,18.03856371791757,21.000000000000007,21,21.000000000000004,21,21,21,22.032614826649606,20.817924236483076,21.000000000000004,21,,-8.9,0
2026-01-07 1:00,617.0538649582959,484.2709045076736,329.03032463449927,293.6503610831824,379.2735291622303,72.99029440272716,132.5677493261719,1250,0,59.78271108346962,430.3576035120932,0,30.852693247914793,24.21354522538368,16.451516231724963,19.576690738878828,30.341882332978425,14.598058880545432,13.25677493261719,100,0,4.782616887,28.690506900806213,0,17,21,21,21,21,21,21,23,17,21,21,,17.04038420032421,21,21,21,21,21,21,22.179331083533743,20.911881080770936,21,21,,-8.5,0
2026-01-07 1:15,582.0933209044324,428.7431036620183,328.4207615,293.05228758364683,435.5251583415375,72.55576718920202,130.57881272655322,1250,0,56.871387124727335,429.5261528220945,0,29.10466604522162,21.437155183100916,16.42103807673775,19.53681917224312,34.842012667323004,14.511153437840402,13.057881272655322,100,0,4.549710969978187,28.63507685,0,17,20.96,21,21,21.04,21,21,22.92,17,21,21,,17,21,21,21.000000000000004,21,21,21,22.193875871770096,20.926241957990875,21,21,,-8.4,0
2026-01-07 1:30,653.2157830524507,0,604.7790088305818,170.64946664510353,1250,27.193439880852385,228.58165819927237,0,0,209.85055335509756,306.91051295764487,0,32.660789152622534,0,30.23895044152909,11.37663110967357,100,5.438687976170477,22.858165819927237,0,0,16.788044268407802,20.46070086384299,0,17,17,21,21,25,21,21,16,17,21,21,,17,20.96,21,21,21.04,21,21.000000000000004,22.214053002576215,20.922981301981768,21,21,,-7.8,0
2026-01-07 1:45,692.5169908643238,0,713.0571997290499,36.30052603033255,1250,0,380.6632981183338,0,0,447.1395588720116,172.51810388125887,0,34.625849543216184,0,35.65285999,2.4200350686888368,100,0,38.06632981183338,0,0,35.77116470976093,11.501206925417257,0,17,17,21,21,25,21,21,16,17,21,21,,17,20.61882003816921,21,21,21.713883187156377,21.044382976778813,21,20.821994293742137,20.775033575683977,21,21,,-7.3,0
2026-01-07 2:00,725.0193925238927,0,711.8911025564485,21.48310077788119,1250,0,404.3061171522368,0,0,484.1560622,157.75785990609802,0,36.25096962619464,0,35.594555127822424,1.4322067185254128,100,0,40.430611715223684,0,0,38.73248498,10.517190660406534,0,17,17,21,21,25,21,21,16,17,21,21,,17,20.571676438231236,21,21,21.83258974148193,21.118923631995823,21,20.491442169491723,20.51605045836628,21,21,,-6.8,0
2026-01-07 2:15,750.6434134755582,0,709.1679139579646,17.52854769079204,1250,0,417.9089005026872,0,0,505.5157779001638,153.8943256136845,0,37.53217067377791,0,35.45839569789823,1.1685698460528025,100,0,41.790890050268715,0,0,40.44126223,10.259621707578965,0,17,17,21,21,25,21,21,16,17,21,21,,17,20.57803748289695,21,21,21.844155903619185,21.13158787135085,21,20.446763153736427,20.45581298348959,21,21,,-6.7,0
2026-01-07 2:30,771.1291399998281,0,713.5239842732517,13.323868630941432,1250,0,424.2032489,0,0,515.4868794305439,149.7771550209327,0,38.55645699999141,0,35.676199213662585,0.8882579087294288,100,0,42.42032489,0,0,41.23895035444352,9.985143668,0,17,17,21,21,25,21,21,16,17,21,21,,17,20.573004839532626,21,21,21.851989893390265,21.13396651690176,21,20.41122289903599,20.43720366333051,21,21,,-6.6,0
2026-01-07 2:45,787.5021301757752,0,718.5806380173235,10.75872781267026,1250,0,431.6201244627555,0,0,527.2164880236924,147.27489968252485,0,39.375106508788754,0,35.92903190086618,0.717248521,100,0,43.16201244627555,0,0,42.17731904189539,9.818326645501656,0,17,17,21,21,25,21,21,16,17,21,21,,17,20.567259801720954,21,21,21.858205717871076,21.137274814191365,21,20.38765823823636,20.42226971363281,21,21,,-6.3,0
2026-01-07 3:00,802.0377459855893,0,0,0,0,0,0,0,0,0,0,0,40.10188729927946,0,0,0,0,0,0,0,0,0,0,0,17,17,17.04,17.04,17.09,17.04,17.04,16,17,17.04,17.04,,17,20.56499911308462,21,21,21.861963365653907,21.13928496817252,21,20.36876839000673,20.406638823521984,21,21,,-6.4,0
2026-01-07 3:15,813.9470224415081,0,0,0,0,0,0,0,0,0,0,0,40.69735112207541,0,0,0,0,0,0,0,0,0,0,0,17,17,17,17,17,17,17,16,17,17,17,,17,20.351177587174973,20.408633024146585,20.943408294921085,20.91060904742581,21.07878615652572,20.27830534547372,20.300104426181548,20.339851956834828,20.38695664401232,20.848989364172184,,-6.2,0
2026-01-07 3:30,2000.0000000000032,0,1058.0431580440058,310.4722669829732,1250.000000000002,104.27448140830754,470.4000490362614,0,1250.000000000002,575.3364436131476,453.3129719082309,0,100,0,52.902157902200294,20.698151132198216,100,20.854896281661507,47.04000490362614,0,100,46.02691549,30.22086479388206,0,22.930000000000035,17.00000000000003,20.96000000000004,20.96000000000004,24.91000000000004,20.96000000000004,20.96000000000004,16.00000000000002,23.92000000000004,20.96000000000004,20.96000000000004,,17,19.95917190155763,20.019533010854893,20.703367356425574,20.63887829901686,20.821017236706663,19.99512452332565,20.045620499347876,20.08552854900477,20.106727059409916,20.60691363,,-6.2,0
2026-01-07 3:45,2000,0,795.0215895418296,49.87306165897704,1249.9999999999998,0,195.40098743498976,0,1249.9999999999998,150.0361669323823,189.2109917852928,0,100,0,39.75107947709148,3.324870777265136,99.99999999999997,0,19.540098743498977,0,99.99999999999997,12.002893354590583,12.614066119019519,0,23,16.999999999999996,21,21,24.999999999999996,21,21,15.999999999999998,24,21,21,,19.148062573103942,20.319378445890138,20.93063366015047,20.96000000000004,21.583640683800592,20.98919608260777,20.9483766,20.26039661285856,21.596926068036318,20.952613547313295,20.96000000000004,,-6.3,0
2026-01-07 4:00,2000,0,756.6571898489079,0,1250,0,148.74280048506745,0,1250,80.02635670963839,136.40475070984877,0,100,0,37.832859492445394,0,100,0,14.874280048506746,0,100,6.402108536771071,9.093650047323251,0,23,17,21,21,25,21,21,16,24,21,21,,20.23709109577885,20.516526623940848,21,21,21.82494252,21.11289153,21,20.73470143237949,22.11889311464248,21,21,,-6.1,0
2026-01-07 4:15,2000,0,752.8189435873264,0,1250,0,135.52109598840343,0,1250,61.149777689593975,124.55926347454806,0,100,0,37.64094717936633,0,100,0,13.552109598840342,0,100,4.891982215167518,8.303950898303205,0,23,17,21,21,25,21,21,16,24,21,21,,20.908497514294524,20.546377535993877,21,21.00184897030981,21.872137674764836,21.152874886652874,21,20.831043227319675,22.230986885037503,21,21,,-5.9,0
2026-01-07 4:30,2000,0,749.8364768,0,1250,0,126.7861756991233,0,1250,48.74549959686374,115.4169945792346,0,100,0,37.49182383977095,0,100,0,12.67861756991233,0,100,3.899639967749099,7.694466305282306,0,23,17,21,21,25,21,21,16,24,21,21,,21.341330337642887,20.548033271968777,21,21.01035582023423,21.883544127186504,21.161844413254965,21,20.853081419506307,22.26642458,21,21,,-5.8,0
2026-01-07 4:45,2000,0,747.1349655678059,0,1250,0,120.85790679532874,0,1250,40.381001792855386,108.3168101734991,0,100,0,37.35674828,0,100,0,12.085790679532874,0,100,3.230480143428431,7.221120678233274,0,23,17,21,21,25,21,21,16,24,21,21,,21.67115294237196,20.547818278281618,21,21.01728035,21.89151719421397,21.16836165530239,21,20.865544557040383,22.289507214220368,21,21,,-5.6,0
2026-01-07 5:00,2000,0,744.2972167332919,0,1250,0,117.80888113914624,0,1250,36.516498964916536,104.40570557385216,0,100,0,37.21486083666459,0,100,0,11.780888113914623,0,100,2.921319917193323,6.960380371590143,0,23,17,21,21,25,21,21,16,24,21,21,,21.90333987041696,20.548689178455582,21,21.022677762492137,21.89799716400119,21.17349767557544,21,20.87504428476161,22.307917674926504,21,21,,-5.4,0
2026-01-07 5:15,2000,0,740.8434574514249,0,1250,0,112.78278127297015,0,1250,29.495522280532896,97.49036140595854,0,100,0,37.04217287257124,0,100,0,11.278278127297016,0,100,2.3596417824426315,6.499357427063902,0,23,17,21,21,25,21,21,16,24,21,21,,22.096534809247235,20.550181270383423,21,21.02551321757375,21.901811159203294,21.17558935895089,21,20.87988110839665,22.32010298569077,21,21,,-5.2,0
2026-01-07 5:30,2000,2000,2000,143.9197247401098,0,28.02336935,105.4322641087092,0,1250,18.789189931659347,265.3991658772182,0,100,100,100,9.594648316007321,0,5.6046738694322995,10.54322641087092,0,100,1.5031351945327478,17.69327772514788,0,23.000000000000004,24.91,24.960000000000004,21,17.09,21,21,18.97,24.000000000000004,21,21,,22.27471736245601,20.551496471908862,21,21.03010763510532,21.907452954071424,21.179805284308827,21,20.88722639038112,22.333807157308165,21,21,,-5.2,0
2026-01-07 5:45,2000,1851.382894912526,1779.2624455073735,370.6576126121036,0,130.04929669512904,107.88337710453744,0,1249.9999999999998,23.329923228049665,510.2842433984745,0,100,92.56914475,88.96312227536868,24.710507507473576,0,26.00985933902581,10.788337710453744,0,99.99999999999997,1.8663938582439732,34.01894956,0,23,24.999999999999996,24.999999999999996,21,16.999999999999996,21,21,19,24,21,21,,22.42120180058912,22.92557909024874,22.908935969294472,21.013850726654827,20.893724853336877,21.08074726948113,21,20.899007326343582,22.35118925339035,21,21.000000000000004,,-5,0
2026-01-07 6:00,2000,1485.9268738065691,1309.5317908417928,382.31257405904944,0,141.2880111493596,108.36785647843044,0,1250,24.74735834,520.9977711967585,0,100,74.29634369032846,65.47658954208964,25.487504937269964,0,28.257602229871917,10.836785647843044,0,100,1.979788667230896,34.73318474645057,0,23,25,25,21,17,21,21,19,24,21,21,,22.56376754527049,24.67433533537782,24.70780249700877,21,20.683766057256104,21,21,20.895099406871967,22.352047154374866,21,21,,-4.8,0
2026-01-07 6:15,2000,1452.2729921184873,1289.631627218434,379.5231879,0,142.26289663404168,106.70250717032104,0,1250,22.79402553188993,518.4116695360826,0,100,72.61364960592437,64.48158136,25.30154585911853,0,28.452579326808337,10.670250717032104,0,100,1.8235220425511942,34.56077796907218,0,23,25,25,21,17,21,21,19,24,21,21,,22.70692129363312,25,25,21.000000000000004,20.662767949352816,21,21,20.893680304736108,22.354923963715454,21,21.000000000000004,,-4.6,0
2026-01-07 6:30,2000,1380.301073107461,1212.9084688727453,373.4443112932422,0,141.14206639701297,105.53157598864708,0,1250,21.59052792,511.6941232736499,0,100,69.01505365537305,60.64542344363726,24.89628741954948,0,28.228413279402595,10.553157598864708,0,100,1.727242233294528,34.11294155157666,0,23,25,25,21,17,21,21,19,24,21,21,,22.84866726075561,25,25,21,20.66125149776767,21,21,20.895726566588827,22.36071152,21,21,,-4.5,0
2026-01-07 6:45,1952.8447872504055,1322.0599226555205,1152.5827020663855,368.6225285987748,0,140.65105808718727,103.27854774910884,0,1250,18.67682840228372,506.5191038151642,0,97.64223936252027,66.10299613277603,57.62913510331928,24.574835239918322,0,28.130211617437453,10.327854774910884,0,100,1.4941462721826977,33.76794025434428,0,23,25,25,21,17,21,21,19,24,21,21,,22.974168469210223,25,25,21,20.660468150994436,21,21,20.897339913210608,22.36568373567462,21,21,,-4.5,0
2026-01-07 7:00,1933.9587720719571,1286.024574762254,1110.7079346031678,363.2991505942409,0,139.5550871083287,101.31611873569818,0,1250,16.161267013012548,500.9870108775067,0,96.69793860359785,64.30122874,55.53539673015839,24.219943372949395,0,27.91101742166574,10.131611873569819,0,100,1.2929013610410038,33.399134058500444,0,23,25,25,21,17,21,21,19,24,21,21,,23,25.000000000000004,25,21,20.660241904247407,21,21,20.90038784768656,22.37178704362605,21,21,,-4.5,0
2026-01-07 7:15,1909.718997982076,1257.3642384692866,1078.4346640659714,357.99718311690594,0,138.25958906780943,98.95522731839992,0,1250,13.003581174714782,495.5395530959504,0,95.4859499,62.86821192346433,53.92173320329857,23.866478874460395,0,27.651917813561887,9.895522731839993,0,100,1.0402864939771825,33.03597020639669,0,23,25,25,21,17,21,21,19,24,21,21,,23,25,25.000000000000004,21,20.66100300049874,21,21,20.90327192051492,22.37743474312423,21,21,,-4.5,0
2026-01-07 7:30,1058.5349401352926,1233.330398975786,1047.4101542487151,0,0,184.3735457659477,94.53716238607808,0,1250.000000000002,6.637606800609199,557.0159964083534,0,52.92674700676463,61.66651994878929,52.37050771243575,0,0,36.87470915318954,9.453716238607809,0,100,0.531008544,37.134399760556896,0,21.04000000000003,25.00000000000004,25.00000000000004,16.060000000000024,17.00000000000003,21.00000000000003,21.00000000000003,19.00000000000003,24.00000000000004,21.00000000000003,21.00000000000003,,23,25,25,21,20.662177523477908,21,21,20.906676995703325,22.38338988946023,21,21,,-4.5,0
2026-01-07 7:45,1575.4347664682082,1213.4955709714704,1029.777702934378,0,0,229.72384985778623,94.04907450944484,0,1250,6.399063582794042,617.6801323553591,0,78.77173832,60.67477854857352,51.48888514671891,0,0,45.94476997155724,9.404907450944483,0,100,0.5119250866235234,41.17867549035727,0,21,25,25,16,17,21,21,19,24,21,21,,21.174256083597747,25.00000000000004,25.00000000000004,20.70711724133476,20.61660316239606,21.00000000000003,21.000000000000032,20.91345098359661,22.392543976671632,21.00000000000003,21.00000000000003,,-4.5,0
2026-01-07 8:00,1354.5129199634962,1196.660188032208,1007.173780624864,0,0,237.46782938541511,198.94570782677184,0,0,170.43055912280835,625.8516511,0,67.725646,59.8330094,50.35868903,0,0,47.49356587708302,19.89457078267718,0,0,13.634444729824667,41.723443404477734,0,21,25,25,16,17,21,21,19,16.09,21,21,,21,25.000000000000004,25,20.641077504683107,20.56804131020932,21,21,20.91440138923433,22.395578421473672,21,21,,-4.6,1
